,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,hospital_beds_per_thousand,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
58929,2/20/2020,,,,,,,,,,,,,,,,,,,,,,29.0,29.0,0.003,0.003,,,,,tests performed,,,,,,,,,,,,,,19.44,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58930,2/21/2020,1.0,1.0,,,,,0.108,0.108,,,,,,,,,,,,,,28.0,57.0,0.006,0.003,,,,,tests performed,,,,,,,,,,,,,,19.44,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58931,2/22/2020,1.0,0.0,,,,,0.108,0.0,,,,,,,,,,,,,,13.0,70.0,0.008,0.001,,,,,tests performed,,,,,,,,,,,,,,19.44,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58932,2/23/2020,1.0,0.0,,,,,0.108,0.0,,,,,,,,,,,,,,56.0,126.0,0.014,0.006,,,,,tests performed,,,,,,,,,,,,,,19.44,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,-331.6,-3.94,-1.95,-35.69045313
58933,2/24/2020,1.0,0.0,,,,,0.108,0.0,,,,,,,,,,,,,,75.0,201.0,0.022,0.008,,,,,tests performed,,,,,,,,,,,,,,19.44,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58934,2/25/2020,1.0,0.0,,,,,0.108,0.0,,,,,,,,,,,,,,108.0,309.0,0.033,0.012,,,,,tests performed,,,,,,,,,,,,,,19.44,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58935,2/26/2020,2.0,1.0,0.286,,,0.0,0.215,0.108,0.031,,,0.0,,,,,,,,,,108.0,417.0,0.045,0.012,,,,,tests performed,,,,,,,,,,,,,,19.44,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58936,2/27/2020,3.0,1.0,0.429,,,0.0,0.323,0.108,0.046,,,0.0,,,,,,,,,,171.0,588.0,0.063,0.018,80.0,0.009,0.005,186.5,tests performed,,,,,,,,,,,,,,19.44,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58937,2/28/2020,6.0,3.0,0.714,,,0.0,0.646,0.323,0.077,,,0.0,,,,,,,,,,118.0,706.0,0.076,0.013,93.0,0.01,0.008,130.3,tests performed,,,,,,,,,,,,,,19.44,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58938,2/29/2020,6.0,0.0,0.714,,,0.0,0.646,0.0,0.077,,,0.0,,,,,,,,,,158.0,864.0,0.093,0.017,113.0,0.012,0.006,158.3,tests performed,,,,,,,,,,,,,,19.44,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58939,3/1/2020,7.0,1.0,0.857,,,0.0,0.753,0.108,0.092,,,0.0,,,,,,,,,,187.0,1051.0,0.113,0.02,132.0,0.014,0.006,154.0,tests performed,,,,,,,,,,,,,,19.44,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,-411.9,-4.38,-8.15,-44.3332257
58940,3/2/2020,12.0,5.0,1.571,,,0.0,1.292,0.538,0.169,,,0.0,,,,10.0,1.138,,,,,171.0,1222.0,0.132,0.018,146.0,0.016,0.011,92.9,tests performed,,,,,,,,,,,,,,19.44,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58941,3/3/2020,15.0,3.0,2.0,,,0.0,1.614,0.323,0.215,,,0.0,,,,10.0,1.138,,,,,235.0,1457.0,0.157,0.025,164.0,0.018,0.012,82.0,tests performed,,,,,,,,,,,,,,19.44,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58942,3/4/2020,15.0,0.0,1.857,,,0.0,1.614,0.0,0.2,,,0.0,,,,12.0,1.365,,,,,129.0,1586.0,0.171,0.014,167.0,0.018,0.011,89.9,tests performed,,,,,,,,,,,,,,33.33,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58943,3/5/2020,21.0,6.0,2.571,,,0.0,2.26,0.646,0.277,,,0.0,,,,13.0,1.479,,,,,173.0,1759.0,0.189,0.019,167.0,0.018,0.015,65.0,tests performed,,,,,,,,,,,,,,33.33,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58944,3/6/2020,37.0,16.0,4.429,,,0.0,3.982,1.722,0.477,,,0.0,,,,16.0,1.82,,,,,274.0,2033.0,0.219,0.029,190.0,0.02,0.023,42.9,tests performed,,,,,,,,,,,,,,33.33,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58945,3/7/2020,47.0,10.0,5.857,,,0.0,5.059,1.076,0.63,,,0.0,,,,19.0,2.162,,,,,336.0,2369.0,0.255,0.036,215.0,0.023,0.027,36.7,tests performed,,,,,,,,,,,,,,33.33,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58946,3/8/2020,56.0,9.0,7.0,,,0.0,6.027,0.969,0.753,,,0.0,,,,26.0,2.958,5.0,0.569,22.0,2.503,421.0,2790.0,0.3,0.045,248.0,0.027,0.028,35.4,tests performed,,,,,,,,,,,,,,33.33,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,-446.2,-4.3,-3.56,-48.0249704
58947,3/9/2020,60.0,4.0,6.857,,,0.0,6.458,0.431,0.738,,,0.0,,,,40.0,4.551,,,,,518.0,3308.0,0.356,0.056,298.0,0.032,0.023,43.5,tests performed,,,,,,,,,,,,,,33.33,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58948,3/10/2020,88.0,28.0,10.429,,,0.0,9.472,3.014,1.122,,,0.0,,,,61.0,6.94,,,,,520.0,3828.0,0.412,0.056,339.0,0.036,0.031,32.5,tests performed,,,,,,,,,,,,,,33.33,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58949,3/11/2020,60.0,-28.0,6.429,,,0.0,6.458,-3.014,0.692,,,0.0,,,,84.0,9.557,,,,,401.0,4229.0,0.455,0.043,378.0,0.041,0.017,58.8,tests performed,,,,,,,,,,,,,,33.33,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58950,3/12/2020,81.0,21.0,8.571,,,0.0,8.718,2.26,0.923,,,0.0,,,,107.0,12.173,,,,,607.0,4836.0,0.521,0.065,440.0,0.047,0.019,51.3,tests performed,,,,,,,,,,,,,,41.67,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58951,3/13/2020,112.0,31.0,10.714,,,0.0,12.055,3.337,1.153,,,0.0,,,,126.0,14.335,,,,,694.0,5530.0,0.595,0.075,500.0,0.054,0.021,46.7,tests performed,,,,,,,,,,,,,,52.78,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58952,3/14/2020,138.0,26.0,13.0,,,0.0,14.853,2.798,1.399,,,0.0,2.61,,,166.0,18.886,,,,,614.0,6144.0,0.661,0.066,539.0,0.058,0.024,41.5,tests performed,,,,,,,,,,,,,,52.78,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58953,3/15/2020,177.0,39.0,17.286,,,0.0,19.051,4.198,1.86,,,0.0,2.64,,,205.0,23.323,6.0,0.683,187.0,21.275,1183.0,7327.0,0.789,0.127,648.0,0.07,0.027,37.5,tests performed,,,,,,,,,,,,,,62.96,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,-427.5,-3.78,1.98,-46.01226994
58954,3/16/2020,251.0,74.0,27.286,,,0.0,27.015,7.965,2.937,,,0.0,2.67,,,224.0,25.484,,,,,1344.0,8671.0,0.933,0.145,766.0,0.082,0.036,28.1,tests performed,,,,,,,,,,,,,,68.52,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58955,3/17/2020,295.0,44.0,29.571,,,0.0,31.751,4.736,3.183,,,0.0,2.66,,,259.0,29.466,,,,,1646.0,10317.0,1.11,0.177,927.0,0.1,0.032,31.3,tests performed,,,,,,,,,,,,,,77.78,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58956,3/18/2020,371.0,76.0,44.429,,,0.0,39.931,8.18,4.782,,,0.0,2.66,,,312.0,35.496,,,,,2106.0,12423.0,1.337,0.227,1171.0,0.126,0.038,26.4,tests performed,,,,,,,,,,,,,,77.78,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58957,3/19/2020,386.0,15.0,43.571,,,0.0,41.546,1.614,4.69,,,0.0,2.76,,,300.0,34.131,,,,,2076.0,14499.0,1.561,0.223,1380.0,0.149,0.032,31.7,tests performed,,,,,,,,,,,,,,77.78,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58958,3/20/2020,628.0,242.0,73.714,1.0,1.0,0.143,67.592,26.047,7.934,0.108,0.108,0.015,2.91,,,293.0,33.334,,,,,2317.0,16816.0,1.81,0.249,1612.0,0.174,0.046,21.9,tests performed,,,,,,,,,,,,,,81.48,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58959,3/21/2020,843.0,215.0,100.714,1.0,0.0,0.143,90.733,23.141,10.84,0.108,0.0,0.015,2.9,,,284.0,32.31,,,,,2108.0,18924.0,2.037,0.227,1826.0,0.197,0.055,18.1,tests performed,,,,,,,,,,,,,,81.48,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58960,3/22/2020,1080.0,237.0,129.0,1.0,0.0,0.143,116.242,25.509,13.884,0.108,0.0,0.015,2.84,,,333.0,37.885,30.0,3.413,271.0,30.831,3226.0,22150.0,2.384,0.347,2118.0,0.228,0.061,16.4,tests performed,,,,,,,,,,,,,,81.48,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,-421.8,-3.46,0.64,-45.39877301
58961,3/23/2020,1249.0,169.0,142.571,1.0,0.0,0.143,134.431,18.19,15.345,0.108,0.0,0.015,2.77,,,363.0,41.298,,,,,3523.0,25673.0,2.763,0.379,2429.0,0.261,0.059,17.0,tests performed,,,,,,,,,,,,,,81.48,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58962,3/24/2020,1351.0,102.0,150.857,4.0,3.0,0.571,145.41,10.978,16.237,0.431,0.323,0.062,2.77,,,408.0,46.418,,,,,4667.0,30340.0,3.266,0.502,2860.0,0.308,0.053,19.0,tests performed,,,,,,,,,,,,,,81.48,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58963,3/25/2020,2468.0,1117.0,299.571,5.0,1.0,0.714,265.633,120.224,32.243,0.538,0.108,0.077,2.82,,,428.0,48.693,,,,,5925.0,36265.0,3.903,0.638,3406.0,0.367,0.088,11.4,tests performed,,,,,,,,,,,,,,81.48,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58964,3/26/2020,2988.0,520.0,371.714,10.0,5.0,1.429,321.602,55.968,40.008,1.076,0.538,0.154,2.59,,,484.0,55.064,,,,,6457.0,42722.0,4.598,0.695,4032.0,0.434,0.092,10.8,tests performed,,,,,,,,,,,,,,81.48,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58965,3/27/2020,3421.0,433.0,399.0,12.0,2.0,1.571,368.206,46.604,42.945,1.292,0.215,0.169,2.34,,,533.0,60.639,,,,,5739.0,48461.0,5.216,0.618,4521.0,0.487,0.088,11.3,tests performed,,,,,,,,,,,,,,81.48,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58966,3/28/2020,3901.0,480.0,436.857,13.0,1.0,1.714,419.869,51.663,47.019,1.399,0.108,0.185,2.17,,,528.0,60.07,,,,,5740.0,54201.0,5.834,0.618,5040.0,0.542,0.087,11.5,tests performed,,,,,,,,,,,,,,81.48,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58967,3/29/2020,4433.0,532.0,479.0,16.0,3.0,2.143,477.128,57.26,51.555,1.722,0.323,0.231,2.02,,,557.0,63.369,61.0,6.94,532.0,60.525,7567.0,61768.0,6.648,0.814,5660.0,0.609,0.085,11.8,tests performed,,,,,,,,,,,,,,81.48,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,-352.1,-2.68,7.63,-37.89688946
58968,3/30/2020,4979.0,546.0,532.857,17.0,1.0,2.286,535.895,58.767,57.352,1.83,0.108,0.246,1.88,,,634.0,72.129,,,,,7103.0,68871.0,7.413,0.765,6171.0,0.664,0.086,11.6,tests performed,,,,,,,,,,,,,,81.48,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58969,3/31/2020,5717.0,738.0,623.714,21.0,4.0,2.429,615.327,79.432,67.131,2.26,0.431,0.261,1.76,,,684.0,77.818,,,,,7989.0,76860.0,8.273,0.86,6646.0,0.715,0.094,10.7,tests performed,,,,,,,,,,,,,,81.48,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58970,4/1/2020,6413.0,696.0,563.571,29.0,8.0,3.429,690.238,74.911,60.658,3.121,0.861,0.369,1.6,,,773.0,87.943,,,,,9009.0,85869.0,9.242,0.97,7086.0,0.763,0.08,12.6,tests performed,,,,,,,,,,,,,,85.19,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58971,4/2/2020,7132.0,719.0,592.0,38.0,9.0,4.0,767.625,77.387,63.718,4.09,0.969,0.431,1.51,,,818.0,93.063,,,,,10232.0,96101.0,10.343,1.101,7626.0,0.821,0.078,12.9,tests performed,,,,,,,,,,,,,,85.19,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58972,4/3/2020,7729.0,597.0,615.429,43.0,5.0,4.429,831.88,64.256,66.239,4.628,0.538,0.477,1.39,,,816.0,92.835,,,,,10333.0,106434.0,11.456,1.112,8282.0,0.891,0.074,13.5,tests performed,,,,,,,,,,,,,,87.96,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58973,4/4/2020,8157.0,428.0,608.0,49.0,6.0,5.143,877.946,46.066,65.44,5.274,0.646,0.554,1.3,,,790.0,89.877,,,,,6355.0,112789.0,12.14,0.684,8370.0,0.901,0.073,13.8,tests performed,,,,,,,,,,,,,,87.96,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58974,4/5/2020,8740.0,583.0,615.286,56.0,7.0,5.714,940.695,62.749,66.224,6.027,0.753,0.615,1.22,,,826.0,93.973,109.0,12.401,762.0,86.692,9396.0,122185.0,13.151,1.011,8631.0,0.929,0.071,14.0,tests performed,,,,,,,,,,,,,,87.96,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,-216.2,-1.54,15.22,-23.26983102
58975,4/6/2020,9191.0,451.0,601.714,64.0,8.0,6.714,989.237,48.542,64.763,6.888,0.861,0.723,1.13,,,807.0,91.811,,,,,7498.0,129683.0,13.958,0.807,8687.0,0.935,0.069,14.4,tests performed,,,,,,,,,,,,,,87.96,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58976,4/7/2020,9568.0,377.0,550.143,72.0,8.0,7.286,1029.814,40.577,59.212,7.749,0.861,0.784,1.06,,,749.0,85.213,,,,,6967.0,136650.0,14.708,0.75,8541.0,0.919,0.064,15.5,tests performed,,,,,,,,,,,,,,90.74,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58977,4/8/2020,9906.0,338.0,499.0,80.0,8.0,7.286,1066.193,36.379,53.708,8.61,0.861,0.784,0.98,,,697.0,79.297,,,,,5881.0,142531.0,15.341,0.633,8095.0,0.871,0.062,16.2,tests performed,,,,,,,,,,,,,,94.44,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58978,4/9/2020,10249.0,343.0,445.286,89.0,9.0,7.286,1103.111,36.917,47.927,9.579,0.969,0.784,0.97,,,671.0,76.339,,,,,5748.0,148279.0,15.959,0.619,7454.0,0.802,0.06,16.7,tests performed,,,,,,,,,,,,,,94.44,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58979,4/10/2020,10607.0,358.0,411.143,97.0,8.0,7.714,1141.642,38.532,44.252,10.44,0.861,0.83,0.95,,,677.0,77.021,,,,,7347.0,155626.0,16.75,0.791,7027.0,0.756,0.059,17.1,tests performed,,,,,,,,,,,,,,94.44,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58980,4/11/2020,10952.0,345.0,399.286,103.0,6.0,7.714,1178.775,37.133,42.976,11.086,0.646,0.83,0.95,,,632.0,71.902,,,,,6702.0,162328.0,17.472,0.721,7077.0,0.762,0.056,17.7,tests performed,,,,,,,,,,,,,,91.67,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58981,4/12/2020,11504.0,552.0,394.857,109.0,6.0,7.571,1238.187,59.412,42.499,11.732,0.646,0.815,0.94,,,675.0,76.794,140.0,15.928,473.0,53.813,10598.0,172926.0,18.612,1.141,7249.0,0.78,0.054,18.4,tests performed,,,,,,,,,,,,,,91.67,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,-198.3,-1.33,2.08,-21.34323539
58982,4/13/2020,11942.0,438.0,393.0,118.0,9.0,7.714,1285.33,47.142,42.299,12.7,0.969,0.83,0.91,,,701.0,79.752,,,,,10950.0,183876.0,19.791,1.179,7742.0,0.833,0.051,19.7,tests performed,,,,,,,,,,,,,,91.67,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58983,4/14/2020,12341.0,399.0,396.143,126.0,8.0,7.714,1328.275,42.945,42.637,13.562,0.861,0.83,0.87,,,690.0,78.5,,,,,12678.0,196554.0,21.155,1.365,8558.0,0.921,0.046,21.6,tests performed,,,,,,,,,,,,,,94.44,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58984,4/15/2020,12652.0,311.0,392.286,139.0,13.0,8.429,1361.748,33.473,42.222,14.961,1.399,0.907,0.82,,,697.0,79.297,,,,,9450.0,206004.0,22.172,1.017,9068.0,0.976,0.043,23.1,tests performed,,,,,,,,,,,,,,94.44,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58985,4/16/2020,12948.0,296.0,385.571,146.0,7.0,8.143,1393.607,31.859,41.499,15.714,0.753,0.876,0.81,,,708.0,80.548,,,,,12788.0,218792.0,23.549,1.376,10073.0,1.084,0.038,26.1,tests performed,,,,,,,,,,,,,,94.44,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58986,4/17/2020,13246.0,298.0,377.0,155.0,9.0,8.286,1425.681,32.074,40.577,16.683,0.969,0.892,0.79,,,673.0,76.566,,,,,11594.0,230386.0,24.797,1.248,10680.0,1.149,0.035,28.3,tests performed,,,,,,,,,,,,,,91.67,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58987,4/18/2020,13537.0,291.0,369.286,166.0,11.0,9.0,1457.001,31.321,39.747,17.867,1.184,0.969,0.79,,,644.0,73.267,,,,,10606.0,240992.0,25.938,1.142,11238.0,1.21,0.033,30.4,tests performed,,,,,,,,,,,,,,91.67,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58988,4/19/2020,13813.0,276.0,329.857,174.0,8.0,9.286,1486.708,29.706,35.503,18.728,0.861,0.999,0.77,,,630.0,71.674,136.0,15.473,410.0,46.645,11479.0,252471.0,27.174,1.235,11364.0,1.223,0.029,34.5,tests performed,,,,,,,,,,,,,,87.96,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,-119.2,-0.76,9.32,-12.82962006
58989,4/20/2020,14112.0,299.0,310.0,180.0,6.0,8.857,1518.889,32.182,33.366,19.374,0.646,0.953,0.75,,,607.0,69.058,,,,,15365.0,267836.0,28.827,1.654,11994.0,1.291,0.026,38.7,tests performed,,,,,,,,,,,,,,87.96,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58990,4/21/2020,14394.0,282.0,293.286,189.0,9.0,9.0,1549.241,30.352,31.567,20.342,0.969,0.969,0.72,,,553.0,62.914,,,,,13612.0,281448.0,30.293,1.465,12128.0,1.305,0.024,41.4,tests performed,,,,,,,,,,,,,,87.96,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58991,4/22/2020,14619.0,225.0,281.0,192.0,3.0,7.571,1573.458,24.217,30.244,20.665,0.323,0.815,0.69,,,530.0,60.297,,,,,13293.0,294741.0,31.723,1.431,12677.0,1.364,0.022,45.1,tests performed,,,,,,,,,,,,,,87.96,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58992,4/23/2020,14895.0,276.0,278.143,196.0,4.0,7.143,1603.164,29.706,29.937,21.096,0.431,0.769,0.67,,,500.0,56.884,,,,,14183.0,308924.0,33.25,1.527,12876.0,1.386,0.022,46.3,tests performed,,,,,,,,,,,,,,87.96,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58993,4/24/2020,15143.0,248.0,271.0,199.0,3.0,6.286,1629.857,26.692,29.168,21.419,0.323,0.677,0.65,,,469.0,53.357,,,,,12628.0,321552.0,34.609,1.359,13024.0,1.402,0.021,48.1,tests performed,,,,,,,,,,,,,,87.96,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58994,4/25/2020,15302.0,159.0,252.143,202.0,3.0,5.143,1646.97,17.113,27.138,21.741,0.323,0.554,0.62,,,442.0,50.286,,,,,9077.0,330629.0,35.586,0.977,12805.0,1.378,0.02,50.8,tests performed,,,,,,,,,,,,,,87.96,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58995,4/26/2020,15385.0,83.0,224.571,204.0,2.0,4.286,1655.904,8.933,24.171,21.957,0.215,0.461,0.59,,,438.0,49.831,66.0,7.509,210.0,23.891,8464.0,339093.0,36.497,0.911,12375.0,1.332,0.018,55.1,tests performed,,,,,,,,,,,,,,84.26,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,-94.7,-0.57,2.8,-10.19265956
58996,4/27/2020,15513.0,128.0,200.143,208.0,4.0,4.0,1669.68,13.777,21.542,22.387,0.431,0.431,0.56,,,415.0,47.214,,,,,11548.0,350641.0,37.74,1.243,11829.0,1.273,0.017,59.1,tests performed,,,,,,,,,,,,,,84.26,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58997,4/28/2020,15672.0,159.0,182.571,213.0,5.0,3.429,1686.794,17.113,19.65,22.925,0.538,0.369,0.54,,,395.0,44.939,,,,,10641.0,361282.0,38.885,1.145,11405.0,1.228,0.016,62.5,tests performed,,,,,,,,,,,,,,87.04,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58998,4/29/2020,15754.0,82.0,162.143,219.0,6.0,3.857,1695.619,8.826,17.452,23.571,0.646,0.415,0.51,,,383.0,43.573,,,,,8996.0,370278.0,39.853,0.968,10791.0,1.161,0.015,66.6,tests performed,,,,,,,,,,,,,,87.04,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
58999,4/30/2020,15896.0,142.0,143.0,225.0,6.0,4.143,1710.903,15.284,15.391,24.217,0.646,0.446,0.5,,,378.0,43.005,,,,,9930.0,380208.0,40.922,1.069,10183.0,1.096,0.014,71.2,tests performed,,,,,,,,,,,,,,84.26,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
59000,5/1/2020,16012.0,116.0,124.143,229.0,4.0,4.286,1723.388,12.485,13.362,24.648,0.431,0.461,0.48,,,346.0,39.364,,,,,11053.0,391261.0,42.112,1.19,9958.0,1.072,0.012,80.2,tests performed,,,,,,,,,,,,,,84.26,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
59001,5/2/2020,16069.0,57.0,109.571,232.0,3.0,4.286,1729.523,6.135,11.793,24.97,0.323,0.461,0.47,,,338.0,38.454,,,,,5568.0,396829.0,42.711,0.599,9457.0,1.018,0.012,86.3,tests performed,,,,,,,,,,,,,,84.26,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,2.99,,,,
